T04,International migrants and refugees,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
29,Caribbean,2010,International migrant stock: Male (% total Population),3.3,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
29,Caribbean,2010,International migrant stock: Female (% total Population),3.1,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
29,Caribbean,2015,International migrant stock: Both sexes (number),"1,501,120",,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
29,Caribbean,2015,International migrant stock: Both sexes (% total population),3.5,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
29,Caribbean,2015,International migrant stock: Male (% total Population),3.8,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
29,Caribbean,2015,International migrant stock: Female (% total Population),3.3,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
29,Caribbean,2024,International migrant stock: Both sexes (number),"1,811,926",,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
29,Caribbean,2024,International migrant stock: Both sexes (% total population),4.1,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
29,Caribbean,2024,International migrant stock: Male (% total Population),4.3,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
29,Caribbean,2024,International migrant stock: Female (% total Population),3.8,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
420,Latin America,2024,Total refugees and people in refugee-like situations (number),"485,373",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
420,Latin America,2024,"Asylum seekers, including pending cases (number)","1,164,923",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
420,Latin America,2024,Other of concern to UNHCR (number),"13,814,241",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
420,Latin America,2024,Total population of concern to UNHCR (number),"15,464,245",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
13,Central America,2005,International migrant stock: Both sexes (number),"1,367,196",,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
13,Central America,2005,International migrant stock: Both sexes (% total population),0.9,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
13,Central America,2005,International migrant stock: Male (% total Population),1,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
13,Central America,2005,International migrant stock: Female (% total Population),0.9,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
13,Central America,2010,International migrant stock: Both sexes (number),"1,738,911",,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
13,Central America,2010,International migrant stock: Both sexes (% total population),1.1,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
13,Central America,2010,International migrant stock: Male (% total Population),1.1,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
13,Central America,2010,International migrant stock: Female (% total Population),1.1,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
13,Central America,2015,International migrant stock: Both sexes (number),"1,935,255",,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
13,Central America,2015,International migrant stock: Both sexes (% total population),1.2,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
13,Central America,2015,International migrant stock: Male (% total Population),1.2,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
13,Central America,2015,International migrant stock: Female (% total Population),1.1,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
13,Central America,2024,International migrant stock: Both sexes (number),"3,120,680",,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
13,Central America,2024,International migrant stock: Both sexes (% total population),1.7,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
13,Central America,2024,International migrant stock: Male (% total Population),1.8,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
13,Central America,2024,International migrant stock: Female (% total Population),1.6,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
5,South America,2005,International migrant stock: Both sexes (number),"4,423,159",,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
